"ASV_ID" "P29892_1035_S35" "P29892_1037_S37" "P29892_1039_S39" "P29892_1041_S41" "P29892_1043_S43" "P29892_1071_S71" "P29892_1073_S73" "P29892_1075_S75" "P29892_1077_S77" "P29892_1079_S79"
"32" "012ba8853a9623cc189e64ce4c679013" 0 0 0 11 0 5 0 0 6 0
"33" "013c2b26628aa9f4a04af2ed7a038392" 0 0 0 0 4 0 0 0 0 0
"34" "0145ea56a4ed4e11126c98b26fa53fff" 0 0 0 4 0 0 0 18 0 13
"35" "0148d4a44cd17afbb90191cd09b4a5b3" 0 0 0 0 0 6 0 0 0 0
"36" "017b3a6aeea21a6ad7a62c0ac473b565" 0 0 0 0 0 5 0 0 3 0
"37" "017c34234561868a584ca516879282f7" 274 152 129 244 173 39 51 62 35 33
"38" "0184bc57d2b8da7b28ceee4b4e17cc45" 0 0 0 0 0 0 0 0 0 2
"39" "01908c19174495af747f83e84c902167" 0 0 0 0 0 2 0 0 6 6
"40" "01ae2f6b806adf08fe1479e3eb811bb3" 0 0 0 0 0 0 0 0 0 5
"41" "01ae4385b59183593d0b3b027ed22ab9" 0 0 0 0 0 3 3 0 4 0
"42" "01b84f3346e9ab0a16359dbfb06d4363" 0 0 0 0 0 0 0 2 0 0
"43" "01c383729d474a24f6a294d67d687fd7" 0 0 0 0 0 0 6 0 0 0
"44" "01db79c784221806b218f0760d701e23" 16 11 17 13 0 0 0 0 0 0
"45" "01e70883a2e54ecac925d0afaba9f344" 0 0 0 0 0 0 0 10 0 0
"46" "01e975c146f2760d0fb4ce4ea849041f" 30 60 68 70 68 44 34 110 212 140
"47" "01ed88c7257bbe84ce78bfe43d1d5800" 0 0 5 4 9 0 0 0 0 0
"48" "01f7c9b48e0faf1428693ffecc096a95" 0 0 0 0 0 0 5 0 5 16
"49" "02087b9654504fbca22faa99080bcbeb" 0 0 0 0 5 0 0 0 0 0
"50" "020c520802724d90c81444d759c7773e" 0 0 0 0 0 0 2 0 0 0
"51" "0211de406d1382265d52c57fda59520d" 0 0 0 0 0 0 0 0 0 7
"52" "0214f11ea47d9d87cc3742f8dce3e3c2" 9 11 7 11 16 0 0 0 0 0
"53" "02189e5c6e07df5be24e497efcbce9c9" 0 0 0 2 0 0 0 0 0 0
"54" "021e32edaee64dcc89d3f739a31e8fd1" 0 0 0 0 4 0 0 0 0 0
"55" "022a29809a925eabf8aa877d71c44047" 0 0 0 0 0 69 37 0 0 0
"56" "023a2100d4152e02d2c437a95df2f585" 0 0 0 0 0 0 16 24 31 33
"57" "024978a04fa2d69f244560ab3ca60906" 0 0 0 0 0 20 0 0 0 0
"58" "02609d5b7043189d41011bad5e742856" 0 0 0 0 0 0 0 0 0 23
"59" "0270411739ac46b11770b400db167d92" 0 0 0 0 0 0 0 0 0 18
"60" "02746f06df8c42a92a0b0a45a423e36f" 0 0 0 6 5 40 31 29 53 45
"61" "0285790df69ee65a93b0d2b162b662c0" 0 0 0 0 0 0 0 0 0 13
"62" "028ab1399330fd8572ec017fea4cd459" 10 0 10 11 6 0 17 19 35 9
"63" "0298b9603b704c0c714d1304099bae19" 0 0 0 0 0 0 0 0 0 6
"64" "029de378fa063c0b0bad43f5cf51ec7a" 0 0 0 0 0 34 0 43 72 37
"65" "02d1e180150069f7ca5a6396021daa4f" 0 0 15 0 25 9 0 17 0 35
"66" "02e7cbaa65e177e872905a2bac4ec54f" 0 0 0 2 0 0 0 0 0 0
"67" "02eb41791cf61210b1f7d67377e5c945" 2 0 0 0 0 0 0 0 0 0
"68" "03071be6a7448c45cf5ef96a2e6b8ecb" 0 0 0 0 0 0 0 5 6 0
"69" "030f2e2b0240da8b021e9c1b74b733fd" 11 14 10 17 0 0 0 0 5 0
"70" "0324daa347f45095aed285c23d3d64c6" 0 0 0 0 0 3 0 0 0 0
"71" "033384ff6f3b564e55487485b081e941" 0 0 2 0 0 0 0 8 12 0
"72" "034020abb795de452d45113a3cd412ce" 0 0 0 0 0 7 0 0 0 0
"73" "03481939805c19fca01591156dd51020" 0 0 0 0 0 0 0 6 6 0
"74" "0349c526aba6419c2092d661929c2810" 0 0 0 0 0 0 2 0 0 0
"75" "0349cdc7aef96737fd521a9cd7d998e1" 0 0 0 0 0 19 0 0 0 0
"76" "034c7241657d23076e93a6ec2888b82c" 13 8 6 8 10 0 0 0 0 0
"77" "03520a63153a81b54cdd149935b40d2f" 0 0 0 0 0 16 13 4 11 4
"78" "0360675401381e45ad5a4b04b06a3221" 5 0 0 0 0 0 0 0 0 0
"79" "03652c8f2c5bb551ed4906b3b2279140" 0 0 0 0 0 0 6 0 0 0
"80" "0366650ec74cb630b2ccca5e6315dfb2" 0 0 0 0 0 15 0 0 0 0
"81" "03822c8e386670ffffb2847dd9abad64" 0 0 0 0 0 10 0 0 0 0
"82" "038a9ec373d0bc5dc4229354b7f09088" 0 0 0 0 0 14 6 0 0 0
"83" "039ae96c81acb08544b4d8ebc9335866" 0 0 0 0 0 0 0 0 10 0
"84" "039c1f9f3d469ee34c48b6a89247fa54" 0 0 0 0 0 0 0 0 0 6
"85" "03aaad9e410094672e1c3955936dbbfb" 0 0 11 9 0 0 0 0 0 0
"86" "03d0962d5475ab53004171be4fcbb9a7" 0 0 0 4 0 0 0 0 0 0
"87" "03d9fc02eaa906dcf9aa67bcebb07a9b" 0 0 0 0 0 18 0 0 0 0
"88" "03db58d17a79fe43d42b51bd248ef01b" 9 0 0 9 0 0 0 0 0 0
"89" "03dffde64c24c1e2b26764027be63432" 0 0 0 0 0 19 9 0 14 28
"90" "03e0a8916f52c158ff78d70901683cd5" 0 0 0 0 5 0 0 0 0 11
"91" "03e346672a83bde367f087f31be80897" 0 3 0 0 0 0 0 0 0 0
"92" "040015fb40dba89ba5a927dfbb5830e0" 0 5 0 0 0 0 0 0 0 0
"93" "0402e9e8913a10197b3e5130991b2973" 0 0 0 0 0 0 0 0 0 6
"94" "040bc816d45636a6f940cc37b3904c1b" 0 0 0 0 0 0 7 0 0 0
"95" "040f3b90cbf8475ed1c94978db417abb" 0 0 3 0 0 0 0 0 0 0
"96" "041386acdfc23cfbdfe66fb6716778b7" 0 0 0 0 0 0 0 10 0 0
"97" "041530b318be94806fbfe4806f6f5e5e" 0 0 0 0 0 3 0 0 0 0
"98" "0419a364e766ee4f38921fb49c521b86" 0 0 0 0 0 0 0 0 25 0
"99" "042f901e430863dc25027712e7698ffd" 38 46 38 35 12 24 14 0 21 0
"100" "04474c3ec6f6665059be796bc2f1d853" 19 14 17 20 8 127 67 41 56 0
"101" "044b0a85741cc62a9d422cb9d1afa4ee" 0 0 0 0 0 8 0 0 0 0
"102" "04514819fe4dad82a9874a1a6360d487" 3 0 0 0 0 0 0 0 0 0
"103" "046bdac2e073398ec5ca9fd78ef638f8" 4 0 0 0 0 0 0 0 0 0
"104" "0473a2deccb0e3fd2630257be1cf4661" 0 0 0 0 0 0 7 0 0 0
"105" "0487d20c30218883d0d57a2f9e35dfcb" 0 0 0 0 0 0 0 9 0 0
"106" "04930f6583a9cfbd048724753d189ab4" 0 0 0 0 0 0 0 8 0 0
"107" "04a1577e5a3706a4c9a4de20e8152a9b" 0 0 0 0 0 0 0 2 0 0
"108" "04a643fb4bf1c8dfad9fcdb7b2c6a4d4" 0 0 0 0 0 0 0 17 17 44
"109" "04abcb8f2041479b97fce5285063651b" 0 19 15 21 19 0 0 0 13 0
"110" "04b0a53dd4e0a336430ac5a10cd56080" 0 0 0 0 0 0 0 0 0 9
"111" "04be9b08ccfa2d43ad07d6cbaa6ddb4c" 0 0 0 0 0 33 41 9 29 0
"112" "04d4f6706bcdb69b0ae79831e6ada19a" 0 0 0 0 0 0 11 5 7 0
"113" "04d5a2c698c694e5e1b33c57c6fb0bd5" 0 0 15 0 0 0 0 0 5 8
"114" "04d8ae6785df2f564604fbb15f737966" 0 0 0 0 0 8 0 0 0 0
"115" "04da89e4d899ff8b635eb7f40c673d63" 0 0 0 0 0 0 0 2 2 0
"116" "04e6c606540a8306a275debe4f98c496" 165 108 125 161 161 207 245 249 233 156
"117" "04e704e4b6e5e218c04b7f46fa24f254" 0 24 0 0 0 0 0 0 0 0
"118" "04e82c33ce8308aaf352ff818e4a4545" 0 0 0 0 0 0 0 0 0 9
"119" "04eedecf2c7afe9628b62d7b75a82e87" 0 0 0 0 0 0 0 0 4 0
"120" "04ff6c57a8b6976921332d3588048303" 0 0 0 5 0 0 0 0 0 29
"121" "051119371112aa18b2b19e2959cdfb4f" 0 0 0 0 0 0 0 0 0 6
"122" "0522871610ad09d19446ab9fe901ad79" 0 0 0 0 0 0 4 0 0 0
"123" "0530477c77d17141148b74a6ebadb943" 0 0 0 0 0 5 0 0 0 0
"124" "053f3187899036f7c317962acca40efc" 0 0 0 0 0 0 0 3 0 0
"125" "0541a7df5fcf6942ba3c3befc2c622fa" 0 0 0 0 0 0 5 0 0 0
"126" "0544451a4c15d17301a674cdb3f18f02" 0 0 3 4 0 0 0 0 0 0
"127" "05470750a002f84e76bc41cc7f181ab0" 13 7 13 10 0 0 0 0 0 0
"128" "055a5442bf5038d6bb08a7f873add900" 0 0 2 0 0 0 0 0 0 0
"129" "056a05749daf3ab37b45702d16fb43db" 0 4 0 0 0 0 0 0 0 0
"130" "0571f62d1061026be427d149127f3321" 0 0 0 0 7 0 0 0 0 0
"131" "0573e19fe492cf791f723968be2b50f5" 0 0 0 0 5 0 0 0 0 19
"132" "05741b1d3c6118a96d7564b36c2d2350" 10 6 0 0 0 0 0 0 0 0
"133" "05796b59c4538efdedbbebaeb66df7bd" 0 0 0 7 0 0 0 0 0 0
"134" "0584a25a43421b2cea86e0993e2f7c15" 0 0 0 0 0 21 0 0 0 0
"135" "0584c072dadfc1cfc98e80bc3988749c" 0 0 0 0 0 0 7 0 0 0
"136" "059d2800cf9e3775d2c9b517f46ac28f" 0 0 0 11 0 0 0 0 0 0
"137" "05a660e068ba28d00c8a5a117360f8ab" 9 16 14 12 0 10 13 5 14 9
"138" "05aae053635f68b00523ff95591a3dbc" 0 0 0 0 0 0 0 0 2 0
"139" "05bde6a74caab5a6aaf36f5c7f13761a" 0 0 0 0 0 7 0 0 0 0
"140" "05dba83278cf5e0c42f361e5ce5da446" 0 5 5 0 0 0 0 0 0 0
"141" "060f88517f9b957c93e8191f9ad4df18" 0 0 0 0 0 0 0 0 11 0
"142" "061c1fc34206ba5828f8d3973728452c" 0 0 0 0 0 9 7 9 12 0
"143" "061faf825e6bace25433ceb455e74a90" 2 0 0 0 0 0 0 0 0 0
"144" "062568f7259ca38a06d83f37f409de57" 0 0 0 0 0 24 19 6 8 0
"145" "062ac68cd10bae7bc2ce408df468f94b" 0 15 0 15 0 0 0 0 0 0
"146" "062eece5aa761e356259e418d4cae4a4" 0 0 0 0 0 0 2 0 0 0
"147" "06414ccb3e36754663485220d975b2bd" 0 0 33 0 0 0 0 0 0 0
"148" "0658bc79dea4ab60f2fa2c0d4ff33f3b" 0 0 0 0 0 12 15 0 0 0
"149" "065af553837e39c589b8d1a030ed0c2c" 0 0 0 0 0 8 0 0 0 0
"150" "066066a1d413e09fe12164492a967505" 0 0 0 0 0 12 0 0 0 0
"151" "066624143228746db72a5c363a23d2ee" 5 0 0 0 0 0 0 0 0 0
"152" "067d69aafb7d729fdd7c9c2f32e3081e" 0 0 0 7 22 0 0 0 10 18
"153" "068185355a88601ebc6be76feac64c00" 15 23 21 14 0 10 21 21 36 29
"154" "068608ae877303da798dd1e78e6286ba" 0 0 0 0 0 0 0 0 0 7
"155" "06910602fb6ea8ab59b5fafce05d592f" 0 5 0 0 0 0 0 0 0 0
"156" "0697881003fe01eca0e0c98cbeb5c0d6" 0 0 0 0 0 0 6 0 0 0
"157" "069fe1f14f71b4aa40bca524e64a5b3b" 0 0 0 0 0 9 0 0 7 0
"158" "06ab3cd1350c6c2a98e75ebb4e2b5191" 0 7 0 0 0 0 0 0 0 0
"159" "06b20c3f7ce0434d6c1cb561d8ad661d" 0 0 0 0 8 0 0 0 0 10
"160" "06b82ca5293e377681f32298751e5d07" 0 0 0 0 0 3 0 0 0 0
"161" "06c4f6d7388169f3f86b8ed684fd1388" 0 0 0 0 10 0 0 0 0 0
"162" "06c62808fe897897da5ed51e7a5281fb" 0 0 0 0 0 7 0 0 0 0
"163" "06c73dd4efa4b7d91d8a2be45397be22" 0 0 0 0 0 0 0 0 5 0
"164" "06d3a159ab0852d7e2ddb998e1152e5a" 60 84 79 80 62 0 23 21 28 31
"165" "06d6279e4c8725187a5545c0b491a96e" 0 0 0 0 0 0 0 0 5 8
"166" "06e143527e0642b952cc5c106c868141" 9 21 15 14 0 0 0 0 11 4
"167" "06f04d651659b62541e3787e7c4592ab" 0 0 0 5 0 0 0 0 0 0
"168" "06f0e26b301c2bd3f924b7de07d0248f" 0 0 84 85 0 92 104 81 0 0
"169" "06fbb79e87335cefe30ddfdee3f9d579" 202 237 176 264 145 134 162 139 165 46
"170" "070a67e0a10816811d5d52e016bdaac7" 15 0 23 0 0 0 0 0 15 0
"171" "070e939fddbc9b7894baefd4d3410e17" 6 0 0 0 0 0 0 0 0 0
"172" "072bd1bca8e8596154d639198c6e30da" 0 7 0 0 0 0 0 0 0 0
"173" "0733a93f5502864d2646bbc8b62852e3" 0 0 0 0 0 13 0 0 0 0
"174" "073e4ff183b2cceae752a6adc27a252a" 0 0 0 0 0 0 0 0 0 5
"175" "074a1855b2534d368d384a2fa9027568" 10 12 0 0 0 0 0 9 0 0
"176" "075330a75a7606502ae8892b69f63e3a" 0 0 0 0 0 0 0 0 6 0
"177" "0754c2933bb1bd6b7b309190085a7558" 0 0 19 9 0 0 0 0 25 0
"178" "075d2df0592f1e053f69e2fe73bac16f" 2 0 0 0 0 0 0 0 0 0
"179" "075f00adc77275c2a528085c13e7b20d" 0 0 0 0 0 2 0 0 0 0
"180" "07664d16b1df62305e1cb45ff1dcaff3" 13 0 0 5 0 0 0 0 0 0
"181" "076a755cd852f649e83898bf00a62827" 0 0 0 0 0 0 0 2 0 0
"182" "076e354ef2f3636d432e0e87d6bbaf07" 0 0 0 0 0 73 39 21 35 10
"183" "0776b9060ee6d1a31e925599c658ea60" 0 0 0 0 0 21 9 0 0 2
"184" "0778c8bce7deb2154537ec968bc3c178" 70 93 83 63 14 96 65 44 35 0
"185" "0796ca815b1e08719de5f1d071ccf234" 0 0 0 0 0 0 0 0 5 0
"186" "079805779ea309d8dc0a47f3728dbb96" 0 0 0 7 0 0 0 0 7 0
"187" "079b2aee3862f032db230e5364563461" 0 15 0 0 0 1 0 0 0 0
"188" "079f51d8908589ed86d5b7fdfcddab8d" 0 0 0 0 0 0 0 0 27 14
"189" "07aa96ef400e0947d32975c2de478abe" 0 0 2 0 0 0 0 0 0 0
"190" "07b7ad244a5b86c422f346df8e10f6be" 5 0 0 0 0 0 0 0 0 0
"191" "07b7bcf05a54c0e13ae4b0b4501037a4" 7 3 2 0 0 10 3 0 0 0
"192" "07bcd24a6f7aa9214de8743797b5ea93" 0 0 0 17 0 0 0 0 0 0
"193" "07c5ef431f0bd6526286ed58adef851c" 0 2 0 0 17 0 0 0 0 3
"194" "07cff934b7a0891c05997d3d77e4cde2" 0 0 0 0 0 0 0 0 0 22
"195" "07d044736729bbd1ea4c28339ede5a07" 0 0 0 0 0 7 0 0 0 0
"196" "07f65b00c103bec1998440924297a886" 0 0 0 0 0 0 0 0 17 25
"197" "080a67f1e9a2915c1abc66eacec79b11" 0 0 0 0 0 0 3 0 0 0
"198" "0814e8a195c90c15580c9f9b98e2621f" 44 51 53 62 42 69 40 41 82 45
"199" "08400c6ce1aa7f847856a06ca28220d2" 0 0 0 0 0 0 0 0 8 0
"200" "0842d059f72db194537fa1d4faa0999a" 0 0 0 7 0 0 0 0 0 0
"201" "0845de4b10def143188dbc7f10a98a58" 0 0 0 0 0 2 0 0 0 0
"202" "084b8d72bf2742c9d9830ea2379d2f4c" 0 0 0 0 0 0 0 0 13 0
"203" "086351388820a755db907df87f317c83" 0 0 0 7 0 0 0 0 0 0
"204" "086ffa55656eb2882dc19b667701c715" 0 0 0 0 0 0 4 0 9 0
"205" "0875793670d79e046643ce29bd66c9b9" 0 0 0 0 0 0 0 0 0 7
"206" "087938c71496d422fb10318a7a0111d2" 0 0 0 0 0 8 0 0 0 0
"207" "088965585ce2bfb3e3d1672e47fccc87" 0 0 0 0 0 0 0 0 4 0
"208" "088fc4f4eb0a1883bcfef451d3b7b661" 0 0 0 0 0 0 0 0 0 21
"209" "089b9154e4792d3c8062dd46d874b7e1" 0 0 0 0 0 13 6 0 0 0
"210" "08a2c2740afa65f2c5553e8500b41083" 0 0 0 0 0 0 0 0 13 12
"211" "08a4528ea9fc77d01bf4e6ee3efd9b45" 0 0 0 0 0 0 0 0 0 6
"212" "08a57bbaa77d0b459e500fc11be5b82f" 0 9 0 0 0 25 0 0 0 0
"213" "08ae6d70d1e80e9fc4149843e2d0618b" 0 0 0 0 0 0 25 11 14 0
"214" "08c70e0579f60758e349538915f97ba9" 0 0 0 0 0 24 17 0 0 0
"215" "08c8dc56ba6245e1c530bd0e45dddb5a" 0 0 0 0 0 0 14 11 25 26
"216" "08d39263f0fab708e872a457f56e3dc4" 0 0 0 0 0 0 0 0 0 3
"217" "08fc989357b2fc8aae052b416194c41f" 17 12 14 22 25 0 0 5 0 0
"218" "08fcebdd01d0956a3bb94ff037d8e6b0" 0 0 0 0 0 4 0 0 0 0
"219" "09037792998d9392e4073a0861a5eda2" 0 0 0 0 0 0 0 5 0 17
"220" "0908bea9c3cf8eead6d0bf553e007a1b" 0 0 0 0 0 0 9 0 0 0
"221" "090a617fd62d0869e6037b1ffe33090b" 0 0 0 0 20 0 0 15 46 58
"222" "091155c55285f9951f6b5e0085da6c15" 0 0 0 0 0 0 0 0 7 0
"223" "091495f8bfc8e37c9da5fe694d124b27" 0 0 0 0 0 3 0 0 0 0
"224" "09169a5ca4ae58ec7e5f9616ab6f979c" 0 0 0 0 0 0 0 0 0 10
"225" "09183a1dfc098f897477e05c78387598" 0 0 0 27 0 0 0 0 0 0
"226" "09197593aab2926b0bb6c83e5fa359c7" 13 15 0 4 0 0 0 0 0 0
"227" "09338bb1d5a9f7cc4f5a2d6c7429c7b0" 0 0 0 0 0 0 0 18 41 97
"228" "09381615bae520e03155087ab4151102" 67 70 66 83 61 0 0 0 0 0
"229" "094385a752af630027b5d95981df5b18" 7 9 0 0 10 55 61 56 53 60
"230" "0954cdaa023c950ab2e80f34f8fc4a7b" 3 5 14 6 0 18 0 0 9 0
"231" "096a5af294d402b4d7442e04c58f12c6" 0 0 0 0 0 10 10 0 0 0
"232" "0972c6407cbf7e9ab8d3c7968d5526e2" 2 7 6 11 9 0 0 0 0 0
"233" "097aeed050398660d382a12a4ce763cc" 0 0 0 13 0 19 34 10 12 0
"234" "098826a870b4ede75773bd888e6af2b8" 0 0 0 0 5 0 0 0 0 0
"235" "098f586727444adf6b2df5f464fee50c" 0 0 0 0 0 0 0 0 0 6
"236" "099c150b001a54e55ae0ed95ef782805" 0 0 0 0 0 16 17 0 0 0
"237" "09a07f4992519181cb28f5e0824d063e" 0 0 5 0 0 0 8 5 11 0
"238" "09a496be61b9cc003892813784693b2c" 0 0 0 0 0 6 0 10 16 10
"239" "09a71daa77fbe9928557fa137beb4e3f" 0 0 0 12 0 0 0 0 0 0
"240" "09b0e6566074e69ca62cb5da4fe72149" 46 45 43 56 55 0 0 0 0 0
"241" "09c7f675bafa0d0315907440ad16c4dc" 0 0 0 11 0 0 0 0 0 0
"242" "09c98c03e226653eb617ad752e87577a" 6 0 0 0 0 0 0 0 0 0
"243" "09ccd22277940d23da5b6f8c356d06fb" 0 0 0 0 0 0 0 0 0 4
"244" "09d10b8fc54f0d18d1a7a4b10eda6dc3" 12 0 0 0 0 0 0 0 0 0
"245" "09da602236e7e6d6881a5792e6bb7bf7" 0 0 0 0 0 0 0 0 9 20
"246" "09dddefccd93d365899d90727daa1df4" 0 0 0 0 0 0 0 8 0 0
"247" "09e86a525819be990d75be4b9e6bda62" 19 16 23 11 10 48 26 20 37 20
"248" "09ec8445401e1aa75aa4a7b8a4dba056" 0 0 9 0 0 0 0 0 0 0
"249" "0a029594dc4e7b37a5c12cb1f51c77fb" 0 0 0 0 0 0 0 0 0 3
"250" "0a0822cd3a0d016dd3e22a952dc1e7ba" 0 0 0 4 0 0 0 0 0 0
"251" "0a131ca21733660dfe67b405b052f23f" 0 0 4 3 0 0 3 0 0 0
"252" "0a22c68726e8ba47e0c90621b018b3ee" 28 32 37 40 29 0 0 0 0 0
"253" "0a305bfcdb7218a08e34f595c5f8d1f5" 0 11 0 0 0 0 0 0 0 0
"254" "0a676a096d6c17dd446105961cde9699" 0 0 0 0 0 6 0 0 0 0
"255" "0a6b6dc1a2544884f501ce8ff89e0e78" 0 0 0 0 0 0 0 0 0 1
"256" "0a7c4e07696078912a8d7dbe1eec0db4" 0 0 2 0 0 0 0 0 0 0
"257" "0a7d51a81dc2ce6e19154941687999f3" 0 0 0 0 0 3 0 0 0 0
"258" "0a813919fa02d623861be0c4629f6919" 0 0 0 0 0 0 3 0 0 0
"259" "0a8420d8ddf18786502346ff890d2b63" 0 0 0 0 0 48 28 0 29 0
"260" "0a97b3a7f6a6e6637edd4f67e544f677" 0 0 0 0 0 0 0 1 0 0
"261" "0aa1c1968354545ffca3811a771d8ae6" 0 0 0 0 0 0 0 0 0 14
"262" "0aab1cb8cedcc305ceb475aa728ee082" 0 0 0 0 0 0 2 0 0 0
"263" "0ab5ac354ae41220d2bc98d2f19374d7" 0 0 0 0 6 0 0 0 0 0
"264" "0ab93e1f5fdf75a9979c8d7e46a2f9b6" 0 0 0 0 0 0 0 6 0 0
"265" "0abdc915a91058c2adf987a3f0fca750" 0 0 0 0 0 7 0 0 0 0
"266" "0ad911f3119ce112a389309bf718a4e1" 0 0 0 0 0 0 0 0 16 0
"267" "0ad97edea187c3728a90d23c84a0cd99" 0 0 0 0 0 0 0 0 0 23
"268" "0af777752d2049547c9d02ae67a0259a" 19 20 16 24 14 8 0 5 12 0
"269" "0b0aaf79a494ff990bfb14c4e19edd93" 0 0 0 0 0 13 6 10 26 35
"270" "0b19d99fded4ed6795aeee789dc5b28a" 0 0 0 0 0 0 0 0 0 11
"271" "0b2a85636709cb5eb07c8151592810a6" 0 0 0 0 0 0 0 15 14 13
"272" "0b4671f4778045cdef716cf14c697121" 0 0 0 0 0 0 0 0 0 3
"273" "0b48073e16d3d6fd4f1e8e639212ee76" 0 0 11 0 0 10 10 8 12 0
"274" "0b5c622aa61c8d8d631a0f44f4ba0ce3" 0 0 0 0 0 0 0 0 25 0
"275" "0b5e8bb72137bd9e352bb3e906707355" 0 2 0 0 0 0 0 0 0 0
"276" "0b7b7681aa840a362dbdeea7b57757d5" 0 3 0 4 0 0 0 0 0 0
"277" "0b8428352eb5f45625e91579cb052c5a" 0 32 39 32 0 58 61 57 79 0
"278" "0b8dfb6d30f1ee3c4446ad12bed3924c" 0 0 0 0 0 102 31 0 0 0
"279" "0b97babdb8c4073a2b0c9755ce83e687" 0 0 5 0 0 0 0 0 0 0
"280" "0bcdc825477be259389aa3e3bb2bbc21" 0 19 0 15 0 0 15 0 0 0
"281" "0be82c02b6780b9bc6c45f287615e734" 0 0 0 0 0 0 0 0 0 4
"282" "0bead90ed002a9b379a61b65f47874be" 7 0 6 0 0 0 0 0 0 0
"283" "0bf32781cad5df93a2265bba74c36988" 0 15 7 7 0 9 13 15 12 0
"284" "0bf3703a2e38c3d34557474dd4331b75" 0 0 0 0 0 4 3 0 11 6
"285" "0bfb86b330c6cee52d98ee1656a006de" 0 0 0 0 0 26 8 0 0 0
"286" "0c068f0c7d94ab629e9847a74e96a115" 27 21 25 18 0 0 0 0 0 0
"287" "0c071b2c29e86badc53f382506e13743" 0 8 0 0 14 0 0 0 0 0
"288" "0c0c83683ac4b177f399eb1ca0b8f2a9" 0 0 0 0 0 68 21 9 13 4
"289" "0c2a45767df5521bf62de41fb2a134bf" 0 0 0 0 0 0 0 0 3 10
"290" "0c2af210f0910c90b786c9bc995c63a9" 0 0 0 0 0 0 0 0 9 24
"291" "0c3752162f1b6080b3dbf65ae98e2b49" 0 0 0 0 0 0 0 0 0 7
"292" "0c4503f7870d62467cd3541cc5d4f892" 0 0 0 0 0 0 0 5 8 7
"293" "0c46680d7d394626c0ce81bdc24831a3" 0 0 0 0 0 0 0 0 2 0
"294" "0c502b9d37836449ec5af8825d518657" 17 16 24 23 14 0 0 0 0 0
"295" "0c684d9f9747067a1a2c53db48a82b22" 0 0 0 0 0 0 0 0 0 19
"296" "0c6e45e110dc7da1124362431c05b787" 0 0 5 9 10 0 0 0 0 0
